,Learning rate,Epochs,Batch size,Num layers,Features list,Transforms,Runtime,Optimizer,Loss function,Training Loss list,Validation Loss list,Training Dice list,Validation Dice list,Test Dice,Test results,Organ
20,0.0009,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",373.51324558258057,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0009
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(25.8170), tensor(22.2137), tensor(22.1846), tensor(22.1741), tensor(22.2119), tensor(22.1712), tensor(22.2938), tensor(22.2080), tensor(22.4064), tensor(22.1345), tensor(22.3845), tensor(22.1501), tensor(22.0769), tensor(22.1396), tensor(22.0830), tensor(22.0630), tensor(22.1114), tensor(22.1159), tensor(22.1085), tensor(22.0183), tensor(22.1278), tensor(22.1416), tensor(22.2449), tensor(22.1536), tensor(22.0270), tensor(22.0660), tensor(22.0204), tensor(21.9969), tensor(21.9982), tensor(22.0273)]","[tensor(8.8143), tensor(7.6394), tensor(7.6339), tensor(7.6318), tensor(7.6445), tensor(7.6267), tensor(7.6748), tensor(7.6369), tensor(7.7171), tensor(7.6035), tensor(7.7015), tensor(7.6097), tensor(7.5908), tensor(7.6090), tensor(7.5910), tensor(7.5872), tensor(7.6029), tensor(7.6022), tensor(7.5977), tensor(7.5735), tensor(7.6046), tensor(7.6079), tensor(7.6446), tensor(7.6119), tensor(7.5734), tensor(7.5862), tensor(7.5751), tensor(7.5664), tensor(7.5627), tensor(7.5707)]","[tensor(0.0387), tensor(0.1502), tensor(0.2997), tensor(0.3906), tensor(0.4354), tensor(0.4711), tensor(0.4545), tensor(0.5161), tensor(0.4528), tensor(0.3847), tensor(0.4961), tensor(0.4100), tensor(0.5472), tensor(0.5842), tensor(0.6124), tensor(0.6100), tensor(0.3250), tensor(0.6133), tensor(0.6379), tensor(0.6657), tensor(0.6215), tensor(0.2190), tensor(0.6001), tensor(0.1710), tensor(0.7188), tensor(0.7019), tensor(0.7100), tensor(0.7043), tensor(0.7171), tensor(0.5861)]","[tensor(0.0388), tensor(0.1539), tensor(0.2677), tensor(0.3780), tensor(0.4472), tensor(0.5150), tensor(0.4775), tensor(0.5558), tensor(0.4786), tensor(0.4759), tensor(0.5305), tensor(0.4798), tensor(0.6274), tensor(0.6445), tensor(0.7014), tensor(0.6852), tensor(0.3500), tensor(0.6867), tensor(0.7123), tensor(0.7494), tensor(0.7045), tensor(0.2593), tensor(0.6640), tensor(0.1862), tensor(0.8041), tensor(0.7755), tensor(0.7776), tensor(0.7751), tensor(0.8129), tensor(0.6972)]",tensor(0.6351),,lv
21,0.00095,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",391.41904640197754,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00095
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.1974), tensor(22.3613), tensor(22.1769), tensor(22.1840), tensor(22.1850), tensor(22.2183), tensor(22.3376), tensor(22.2713), tensor(22.3719), tensor(22.1246), tensor(22.2549), tensor(22.0777), tensor(22.2342), tensor(22.4577), tensor(22.0760), tensor(22.1151), tensor(22.1123), tensor(22.1728), tensor(22.2920), tensor(22.0645), tensor(22.2493), tensor(22.0180), tensor(22.1852), tensor(22.0615), tensor(22.1487), tensor(22.0961), tensor(22.2313), tensor(22.0602), tensor(22.0374), tensor(22.1022)]","[tensor(7.6280), tensor(7.6888), tensor(7.6260), tensor(7.6349), tensor(7.6373), tensor(7.6480), tensor(7.6913), tensor(7.6693), tensor(7.7039), tensor(7.6078), tensor(7.6581), tensor(7.5900), tensor(7.6438), tensor(7.7284), tensor(7.5886), tensor(7.6022), tensor(7.6000), tensor(7.6165), tensor(7.6571), tensor(7.5874), tensor(7.6411), tensor(7.5709), tensor(7.6193), tensor(7.5842), tensor(7.6108), tensor(7.5956), tensor(7.6305), tensor(7.5849), tensor(7.5761), tensor(7.5934)]","[tensor(0.0348), tensor(0.0115), tensor(0.1345), tensor(0.3725), tensor(0.4057), tensor(0.4190), tensor(0.4296), tensor(0.4289), tensor(0.4602), tensor(0.2945), tensor(0.4822), tensor(0.4908), tensor(0.5541), tensor(0.4963), tensor(0.4956), tensor(0.6023), tensor(0.6382), tensor(0.5992), tensor(0.5730), tensor(0.6446), tensor(0.6106), tensor(0.6707), tensor(0.6350), tensor(0.5436), tensor(0.6196), tensor(0.3788), tensor(0.6130), tensor(0.5592), tensor(0.6261), tensor(0.3760)]","[tensor(0.0333), tensor(0.0173), tensor(0.1161), tensor(0.3550), tensor(0.3964), tensor(0.4233), tensor(0.4470), tensor(0.4510), tensor(0.4909), tensor(0.3569), tensor(0.5191), tensor(0.5897), tensor(0.6113), tensor(0.5341), tensor(0.6098), tensor(0.6846), tensor(0.7049), tensor(0.6784), tensor(0.6443), tensor(0.7216), tensor(0.6811), tensor(0.7561), tensor(0.7095), tensor(0.5870), tensor(0.6967), tensor(0.4405), tensor(0.6986), tensor(0.6284), tensor(0.6888), tensor(0.4949)]",tensor(0.5428),,lv
22,0.001,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",375.7881820201874,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.1808), tensor(22.1808), tensor(22.1807), tensor(22.1807), tensor(22.1649), tensor(22.2198), tensor(22.2502), tensor(22.1759), tensor(22.1689), tensor(22.1566), tensor(22.1802), tensor(22.1586), tensor(22.1207), tensor(22.1729), tensor(22.1670), tensor(22.1225), tensor(22.0737), tensor(22.1067), tensor(22.0950), tensor(22.1188), tensor(22.0927), tensor(22.0433), tensor(22.0580), tensor(22.2042), tensor(22.0700), tensor(22.1862), tensor(22.0738), tensor(22.1141), tensor(22.0934), tensor(22.0464)]","[tensor(7.6247), tensor(7.6246), tensor(7.6246), tensor(7.6246), tensor(7.6248), tensor(7.6475), tensor(7.6584), tensor(7.6308), tensor(7.6226), tensor(7.6239), tensor(7.6243), tensor(7.6152), tensor(7.6050), tensor(7.6221), tensor(7.6186), tensor(7.6052), tensor(7.5922), tensor(7.5960), tensor(7.5980), tensor(7.6046), tensor(7.5966), tensor(7.5826), tensor(7.5911), tensor(7.6415), tensor(7.5944), tensor(7.6265), tensor(7.5901), tensor(7.6056), tensor(7.5956), tensor(7.5839)]","[tensor(0.0063), tensor(0.0034), tensor(0.0313), tensor(0.0313), tensor(0.2732), tensor(0.3748), tensor(0.3715), tensor(0.3905), tensor(0.3078), tensor(0.4024), tensor(0.0129), tensor(0.1290), tensor(0.3078), tensor(0.0620), tensor(0.0775), tensor(0.2495), tensor(0.4326), tensor(0.3271), tensor(0.5626), tensor(0.2572), tensor(0.3768), tensor(0.5328), tensor(0.4983), tensor(0.5439), tensor(0.4790), tensor(0.0628), tensor(0.5985), tensor(0.2877), tensor(0.6237), tensor(0.5331)]","[tensor(4.4417e-05), tensor(0.0002), tensor(4.4431e-05), tensor(4.4431e-05), tensor(0.2442), tensor(0.3592), tensor(0.3609), tensor(0.3861), tensor(0.3261), tensor(0.3974), tensor(0.0118), tensor(0.2161), tensor(0.3635), tensor(0.0618), tensor(0.1188), tensor(0.3181), tensor(0.5194), tensor(0.4193), tensor(0.6352), tensor(0.3364), tensor(0.4410), tensor(0.6240), tensor(0.5615), tensor(0.6052), tensor(0.5249), tensor(0.0532), tensor(0.6558), tensor(0.3033), tensor(0.7037), tensor(0.6064)]",tensor(0.5465),,lv
23,0.00105,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.9867041110992,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00105
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.1807), tensor(22.2006), tensor(22.2246), tensor(22.2381), tensor(22.2337), tensor(22.3834), tensor(22.2330), tensor(22.1826), tensor(22.1554), tensor(22.1480), tensor(22.1113), tensor(22.2190), tensor(22.0706), tensor(22.1702), tensor(22.0675), tensor(22.0472), tensor(22.1413), tensor(22.0271), tensor(22.0869), tensor(22.1848), tensor(22.0198), tensor(22.2229), tensor(22.0155), tensor(22.0086), tensor(22.0454), tensor(22.0578), tensor(22.1388), tensor(22.0026), tensor(22.1470), tensor(22.0598)]","[tensor(7.6246), tensor(7.6312), tensor(7.6475), tensor(7.6545), tensor(7.6517), tensor(7.7151), tensor(7.6507), tensor(7.6327), tensor(7.6214), tensor(7.6076), tensor(7.6070), tensor(7.6242), tensor(7.5907), tensor(7.6194), tensor(7.5872), tensor(7.5862), tensor(7.6070), tensor(7.5741), tensor(7.5939), tensor(7.6208), tensor(7.5725), tensor(7.6381), tensor(7.5724), tensor(7.5701), tensor(7.5789), tensor(7.5827), tensor(7.6014), tensor(7.5695), tensor(7.6047), tensor(7.5832)]","[tensor(0.0313), tensor(0.0003), tensor(0.3205), tensor(0.3402), tensor(0.4074), tensor(0.3740), tensor(0.4556), tensor(0.4337), tensor(0.3893), tensor(0.3815), tensor(0.4041), tensor(0.4812), tensor(0.5164), tensor(0.2457), tensor(0.6217), tensor(0.5219), tensor(0.6113), tensor(0.6436), tensor(0.6083), tensor(0.6069), tensor(0.6726), tensor(0.5886), tensor(0.6749), tensor(0.6711), tensor(0.7005), tensor(0.6828), tensor(0.6477), tensor(0.7277), tensor(0.6606), tensor(0.6880)]","[tensor(4.4431e-05), tensor(0.0006), tensor(0.3075), tensor(0.3239), tensor(0.4159), tensor(0.3721), tensor(0.4849), tensor(0.4425), tensor(0.4115), tensor(0.4665), tensor(0.4266), tensor(0.5699), tensor(0.5755), tensor(0.2823), tensor(0.7007), tensor(0.5952), tensor(0.6854), tensor(0.7263), tensor(0.6768), tensor(0.6924), tensor(0.7695), tensor(0.6587), tensor(0.7646), tensor(0.7653), tensor(0.7761), tensor(0.7750), tensor(0.7411), tensor(0.7942), tensor(0.7440), tensor(0.7691)]",tensor(0.6236),,lv
24,0.0011,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.4365589618683,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0011
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.2710), tensor(22.1828), tensor(22.1807), tensor(22.1628), tensor(22.1777), tensor(22.2040), tensor(22.1691), tensor(22.1613), tensor(22.1451), tensor(22.1613), tensor(22.0950), tensor(22.1673), tensor(22.1189), tensor(22.1563), tensor(22.0811), tensor(22.0500), tensor(22.2283), tensor(22.0436), tensor(22.1004), tensor(22.2109), tensor(22.0322), tensor(22.0237), tensor(22.1576), tensor(22.0406), tensor(22.0234), tensor(22.1588), tensor(22.0969), tensor(22.1397), tensor(22.1518), tensor(22.0492)]","[tensor(7.6590), tensor(7.6252), tensor(7.6246), tensor(7.6227), tensor(7.6297), tensor(7.6401), tensor(7.6229), tensor(7.6208), tensor(7.6120), tensor(7.6137), tensor(7.6007), tensor(7.6163), tensor(7.6062), tensor(7.6136), tensor(7.5923), tensor(7.5840), tensor(7.6392), tensor(7.5824), tensor(7.5953), tensor(7.6343), tensor(7.5773), tensor(7.5752), tensor(7.6141), tensor(7.5761), tensor(7.5768), tensor(7.6179), tensor(7.5903), tensor(7.6060), tensor(7.6040), tensor(7.5842)]","[tensor(0.0466), tensor(0.0313), tensor(0.0313), tensor(0.2593), tensor(0.3546), tensor(0.4646), tensor(0.1888), tensor(0.1144), tensor(0.2949), tensor(0.1344), tensor(0.4877), tensor(0.1600), tensor(0.5862), tensor(0.5727), tensor(0.6004), tensor(0.4890), tensor(0.3398), tensor(0.5715), tensor(0.6429), tensor(0.2108), tensor(0.5639), tensor(0.7056), tensor(0.2187), tensor(0.6700), tensor(0.6885), tensor(0.2134), tensor(0.6540), tensor(0.2670), tensor(0.6508), tensor(0.5857)]","[tensor(0.0612), tensor(4.4082e-05), tensor(4.4431e-05), tensor(0.2418), tensor(0.3535), tensor(0.4940), tensor(0.1613), tensor(0.1225), tensor(0.3670), tensor(0.2410), tensor(0.5377), tensor(0.2769), tensor(0.6387), tensor(0.6371), tensor(0.6737), tensor(0.5758), tensor(0.3875), tensor(0.6583), tensor(0.7153), tensor(0.2353), tensor(0.6494), tensor(0.7763), tensor(0.2970), tensor(0.7618), tensor(0.7488), tensor(0.2483), tensor(0.7420), tensor(0.3874), tensor(0.7393), tensor(0.6567)]",tensor(0.5635),,lv
25,0.00115,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.63760256767273,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00115
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.1809), tensor(22.2200), tensor(22.1740), tensor(22.1973), tensor(22.1745), tensor(22.1447), tensor(22.1799), tensor(22.1745), tensor(22.1682), tensor(22.5803), tensor(22.1270), tensor(22.4885), tensor(22.1088), tensor(22.1229), tensor(22.1366), tensor(22.0542), tensor(22.3430), tensor(22.0740), tensor(22.1012), tensor(22.0394), tensor(22.1973), tensor(22.0833), tensor(22.2936), tensor(22.3123), tensor(22.0053), tensor(22.0268), tensor(22.0050), tensor(22.0388), tensor(22.0105), tensor(22.0627)]","[tensor(7.6247), tensor(7.6388), tensor(7.6235), tensor(7.6367), tensor(7.6245), tensor(7.6196), tensor(7.6280), tensor(7.6277), tensor(7.6262), tensor(7.7736), tensor(7.5992), tensor(7.7466), tensor(7.5976), tensor(7.6001), tensor(7.6039), tensor(7.5805), tensor(7.6860), tensor(7.5865), tensor(7.5928), tensor(7.5804), tensor(7.6288), tensor(7.5902), tensor(7.6522), tensor(7.6635), tensor(7.5678), tensor(7.5755), tensor(7.5676), tensor(7.5826), tensor(7.5690), tensor(7.5865)]","[tensor(0.0064), tensor(0.0006), tensor(0.0683), tensor(0.3293), tensor(0.3300), tensor(0.3601), tensor(0.4605), tensor(0.4936), tensor(0.4937), tensor(0.4451), tensor(0.4927), tensor(0.4734), tensor(0.5683), tensor(0.4491), tensor(0.5427), tensor(0.5952), tensor(0.5368), tensor(0.4176), tensor(0.5010), tensor(0.6892), tensor(0.6081), tensor(0.6752), tensor(0.5876), tensor(0.5693), tensor(0.6884), tensor(0.7026), tensor(0.7067), tensor(0.7016), tensor(0.7200), tensor(0.6881)]","[tensor(8.8555e-05), tensor(0.0007), tensor(0.0555), tensor(0.3210), tensor(0.3587), tensor(0.3642), tensor(0.4906), tensor(0.5215), tensor(0.5269), tensor(0.4713), tensor(0.6015), tensor(0.5073), tensor(0.6458), tensor(0.5555), tensor(0.6202), tensor(0.6760), tensor(0.5805), tensor(0.5324), tensor(0.6074), tensor(0.7568), tensor(0.6716), tensor(0.7552), tensor(0.6656), tensor(0.6328), tensor(0.7718), tensor(0.7801), tensor(0.7703), tensor(0.7683), tensor(0.7626), tensor(0.7668)]",tensor(0.5596),,lv
26,0.0012,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",369.91130924224854,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0012
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.2256), tensor(22.1819), tensor(22.1841), tensor(22.2000), tensor(22.1671), tensor(22.3143), tensor(22.3412), tensor(22.2193), tensor(22.3901), tensor(22.0689), tensor(22.2517), tensor(22.0687), tensor(22.1205), tensor(22.1102), tensor(22.1390), tensor(22.0605), tensor(22.5154), tensor(22.1005), tensor(22.1234), tensor(22.1184), tensor(22.0888), tensor(22.0213), tensor(22.1864), tensor(22.0144), tensor(22.3748), tensor(22.0453), tensor(22.0335), tensor(22.0612), tensor(22.0121), tensor(22.0654)]","[tensor(7.6423), tensor(7.6265), tensor(7.6340), tensor(7.6393), tensor(7.6169), tensor(7.6771), tensor(7.6889), tensor(7.6432), tensor(7.6836), tensor(7.5903), tensor(7.6463), tensor(7.5879), tensor(7.5996), tensor(7.5952), tensor(7.6069), tensor(7.5866), tensor(7.7230), tensor(7.5993), tensor(7.6035), tensor(7.6027), tensor(7.5940), tensor(7.5766), tensor(7.6182), tensor(7.5742), tensor(7.6892), tensor(7.5790), tensor(7.5784), tensor(7.5857), tensor(7.5734), tensor(7.5838)]","[tensor(0.0207), tensor(0.0824), tensor(0.3241), tensor(0.4400), tensor(0.2531), tensor(0.5088), tensor(0.3716), tensor(0.5661), tensor(0.2683), tensor(0.6128), tensor(0.4627), tensor(0.4672), tensor(0.5185), tensor(0.3672), tensor(0.6441), tensor(0.5465), tensor(0.5299), tensor(0.6123), tensor(0.6311), tensor(0.6251), tensor(0.6411), tensor(0.6746), tensor(0.6297), tensor(0.6789), tensor(0.5579), tensor(0.5679), tensor(0.6887), tensor(0.4845), tensor(0.7130), tensor(0.4973)]","[tensor(0.0223), tensor(0.0666), tensor(0.2988), tensor(0.4498), tensor(0.3533), tensor(0.5344), tensor(0.3494), tensor(0.6080), tensor(0.3735), tensor(0.6903), tensor(0.5390), tensor(0.5641), tensor(0.6084), tensor(0.4997), tensor(0.7154), tensor(0.6173), tensor(0.5918), tensor(0.6703), tensor(0.7004), tensor(0.6917), tensor(0.7040), tensor(0.7440), tensor(0.7102), tensor(0.7133), tensor(0.5989), tensor(0.6229), tensor(0.7250), tensor(0.5463), tensor(0.7491), tensor(0.5697)]",tensor(0.5560),,lv
27,0.00125,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.1526954174042,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00125
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(34.1786), tensor(22.1843), tensor(22.2133), tensor(22.1874), tensor(22.3385), tensor(22.4161), tensor(22.2648), tensor(22.4236), tensor(22.1037), tensor(22.0651), tensor(22.2036), tensor(22.2096), tensor(22.1870), tensor(22.3834), tensor(22.1781), tensor(22.2273), tensor(22.2813), tensor(22.3830), tensor(22.2185), tensor(22.2102), tensor(22.1116), tensor(22.0544), tensor(22.6264), tensor(22.2393), tensor(22.0507), tensor(22.2673), tensor(22.2892), tensor(22.1688), tensor(22.1592), tensor(22.6762)]","[tensor(11.6202), tensor(7.6269), tensor(7.6372), tensor(7.6326), tensor(7.6956), tensor(7.7240), tensor(7.6662), tensor(7.7254), tensor(7.6029), tensor(7.5921), tensor(7.6310), tensor(7.6402), tensor(7.6309), tensor(7.7151), tensor(7.6245), tensor(7.6438), tensor(7.6624), tensor(7.7032), tensor(7.6416), tensor(7.6344), tensor(7.6026), tensor(7.5886), tensor(7.7890), tensor(7.6394), tensor(7.5837), tensor(7.6524), tensor(7.6560), tensor(7.6210), tensor(7.6175), tensor(7.8119)]","[tensor(0.0001), tensor(0.0003), tensor(0.0477), tensor(0.2552), tensor(0.3057), tensor(0.2443), tensor(0.3687), tensor(0.3360), tensor(0.5340), tensor(0.4650), tensor(0.0697), tensor(0.4577), tensor(0.4676), tensor(0.3876), tensor(0.3786), tensor(0.4745), tensor(0.5099), tensor(0.4739), tensor(0.5176), tensor(0.5492), tensor(0.5549), tensor(0.5270), tensor(0.4350), tensor(0.5814), tensor(0.5190), tensor(0.5800), tensor(0.5722), tensor(0.6183), tensor(0.1278), tensor(0.4371)]","[tensor(0.0003), tensor(0.0007), tensor(0.0403), tensor(0.2438), tensor(0.2981), tensor(0.2416), tensor(0.3933), tensor(0.3322), tensor(0.5722), tensor(0.5401), tensor(0.0910), tensor(0.4795), tensor(0.5072), tensor(0.3919), tensor(0.4145), tensor(0.5160), tensor(0.5547), tensor(0.5094), tensor(0.5700), tensor(0.6052), tensor(0.6258), tensor(0.5885), tensor(0.4554), tensor(0.6458), tensor(0.6010), tensor(0.6309), tensor(0.6324), tensor(0.6730), tensor(0.1408), tensor(0.4565)]",tensor(0.6682),,lv
28,0.0013,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",369.0815999507904,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0013
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.0644), tensor(22.2838), tensor(22.1776), tensor(22.2031), tensor(22.2198), tensor(22.1768), tensor(22.1749), tensor(22.2323), tensor(22.3722), tensor(22.6844), tensor(22.3175), tensor(22.1618), tensor(22.3410), tensor(22.6602), tensor(22.2718), tensor(22.4155), tensor(22.7613), tensor(22.2198), tensor(22.1469), tensor(22.4141), tensor(22.2242), tensor(22.4477), tensor(22.2916), tensor(22.3380), tensor(23.2176), tensor(22.6440), tensor(22.1582), tensor(22.3454), tensor(22.0270), tensor(22.1733)]","[tensor(7.9593), tensor(7.6721), tensor(7.6283), tensor(7.6352), tensor(7.6409), tensor(7.6236), tensor(7.6251), tensor(7.6492), tensor(7.7088), tensor(7.8150), tensor(7.6710), tensor(7.6209), tensor(7.6872), tensor(7.8083), tensor(7.6527), tensor(7.7067), tensor(7.8411), tensor(7.6387), tensor(7.6179), tensor(7.7061), tensor(7.6366), tensor(7.7131), tensor(7.6606), tensor(7.6778), tensor(7.9933), tensor(7.7877), tensor(7.6191), tensor(7.6784), tensor(7.5761), tensor(7.6259)]","[tensor(0.1404), tensor(0.3944), tensor(0.2147), tensor(0.4850), tensor(0.3808), tensor(0.1805), tensor(0.3696), tensor(0.4554), tensor(0.3939), tensor(0.3340), tensor(0.5035), tensor(0.5167), tensor(0.4558), tensor(0.4141), tensor(0.5334), tensor(0.4839), tensor(0.4062), tensor(0.5511), tensor(0.5881), tensor(0.5103), tensor(0.5596), tensor(0.5230), tensor(0.5725), tensor(0.5666), tensor(0.3778), tensor(0.4801), tensor(0.6227), tensor(0.5768), tensor(0.7005), tensor(0.6286)]","[tensor(0.1345), tensor(0.4001), tensor(0.1703), tensor(0.5181), tensor(0.3991), tensor(0.2112), tensor(0.3809), tensor(0.4695), tensor(0.3976), tensor(0.3445), tensor(0.5470), tensor(0.5474), tensor(0.4729), tensor(0.4277), tensor(0.5890), tensor(0.5224), tensor(0.4175), tensor(0.5981), tensor(0.6386), tensor(0.5523), tensor(0.6076), tensor(0.5702), tensor(0.6244), tensor(0.6172), tensor(0.3917), tensor(0.5107), tensor(0.6801), tensor(0.6317), tensor(0.7764), tensor(0.6824)]",tensor(0.6021),,lv
29,0.00135,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.1782717704773,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00135
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.5203), tensor(22.1813), tensor(22.1809), tensor(22.1825), tensor(22.1834), tensor(22.1546), tensor(22.1548), tensor(22.1271), tensor(22.1855), tensor(22.2614), tensor(22.2055), tensor(22.0952), tensor(22.0772), tensor(22.0832), tensor(22.1198), tensor(22.0607), tensor(22.0784), tensor(22.1536), tensor(22.1391), tensor(22.0982), tensor(22.0875), tensor(22.0284), tensor(22.0399), tensor(22.0257), tensor(22.0480), tensor(22.0717), tensor(22.0942), tensor(22.1423), tensor(22.1821), tensor(22.0298)]","[tensor(8.1147), tensor(7.6249), tensor(7.6247), tensor(7.6257), tensor(7.6310), tensor(7.6197), tensor(7.6187), tensor(7.6101), tensor(7.6339), tensor(7.6504), tensor(7.6366), tensor(7.5992), tensor(7.5968), tensor(7.5948), tensor(7.6093), tensor(7.5879), tensor(7.5918), tensor(7.6137), tensor(7.6092), tensor(7.5914), tensor(7.5917), tensor(7.5742), tensor(7.5747), tensor(7.5782), tensor(7.5804), tensor(7.5839), tensor(7.5938), tensor(7.6124), tensor(7.6164), tensor(7.5775)]","[tensor(0.0845), tensor(0.0034), tensor(0.0318), tensor(0.0021), tensor(0.3797), tensor(0.4294), tensor(0.2740), tensor(0.5128), tensor(0.3648), tensor(0.4835), tensor(0.4986), tensor(0.5425), tensor(0.6214), tensor(0.6152), tensor(0.5287), tensor(0.6414), tensor(0.6049), tensor(0.6361), tensor(0.6388), tensor(0.6525), tensor(0.6230), tensor(0.6437), tensor(0.6521), tensor(0.6644), tensor(0.6481), tensor(0.6912), tensor(0.5846), tensor(0.5728), tensor(0.6259), tensor(0.6327)]","[tensor(0.0806), tensor(0.0022), tensor(0.0001), tensor(0.0013), tensor(0.3839), tensor(0.4620), tensor(0.3026), tensor(0.5488), tensor(0.3463), tensor(0.5342), tensor(0.5418), tensor(0.5778), tensor(0.6725), tensor(0.6819), tensor(0.5797), tensor(0.6968), tensor(0.6759), tensor(0.7187), tensor(0.7047), tensor(0.7237), tensor(0.6991), tensor(0.7276), tensor(0.7332), tensor(0.7213), tensor(0.7303), tensor(0.7838), tensor(0.6508), tensor(0.6396), tensor(0.6963), tensor(0.7013)]",tensor(0.5846),,lv
