,Learning rate,Epochs,Batch size,Num layers,Features list,Transforms,Runtime,Optimizer,Loss function,Training Loss list,Validation Loss list,Training Dice list,Validation Dice list,Test Dice,Test results,Organ
30,0.0014,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",371.68447947502136,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0014
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.7033), tensor(22.1807), tensor(22.1702), tensor(22.2194), tensor(22.2082), tensor(22.1177), tensor(22.1360), tensor(22.1601), tensor(22.9027), tensor(22.1110), tensor(22.2192), tensor(22.0986), tensor(22.3889), tensor(22.0907), tensor(22.0836), tensor(22.3633), tensor(22.0923), tensor(22.0841), tensor(22.0245), tensor(22.2403), tensor(22.2005), tensor(22.0314), tensor(22.1624), tensor(22.0574), tensor(22.0857), tensor(22.0693), tensor(22.0191), tensor(22.0257), tensor(22.0497), tensor(22.1318)]","[tensor(8.1953), tensor(7.6246), tensor(7.6261), tensor(7.6462), tensor(7.6373), tensor(7.6072), tensor(7.6118), tensor(7.6150), tensor(7.8852), tensor(7.5972), tensor(7.6350), tensor(7.5930), tensor(7.6968), tensor(7.5948), tensor(7.5927), tensor(7.6809), tensor(7.5929), tensor(7.5932), tensor(7.5765), tensor(7.6432), tensor(7.6229), tensor(7.5772), tensor(7.6096), tensor(7.5880), tensor(7.5936), tensor(7.5881), tensor(7.5742), tensor(7.5774), tensor(7.5839), tensor(7.6026)]","[tensor(0.1909), tensor(0.0313), tensor(0.2551), tensor(0.3633), tensor(0.2215), tensor(0.3664), tensor(0.4679), tensor(0.2299), tensor(0.4069), tensor(0.5042), tensor(0.5658), tensor(0.6219), tensor(0.5304), tensor(0.6124), tensor(0.4796), tensor(0.5459), tensor(0.5568), tensor(0.6348), tensor(0.6634), tensor(0.1244), tensor(0.5974), tensor(0.6639), tensor(0.6387), tensor(0.6094), tensor(0.6314), tensor(0.5870), tensor(0.7041), tensor(0.6261), tensor(0.5402), tensor(0.6379)]","[tensor(0.1820), tensor(4.4431e-05), tensor(0.2284), tensor(0.3510), tensor(0.2467), tensor(0.4188), tensor(0.5107), tensor(0.2982), tensor(0.4290), tensor(0.5877), tensor(0.6251), tensor(0.7054), tensor(0.5815), tensor(0.6833), tensor(0.5502), tensor(0.6073), tensor(0.6420), tensor(0.7049), tensor(0.7395), tensor(0.1316), tensor(0.6839), tensor(0.7678), tensor(0.7277), tensor(0.6766), tensor(0.6979), tensor(0.6726), tensor(0.7906), tensor(0.7038), tensor(0.6238), tensor(0.7288)]",tensor(0.5898),,lv
31,0.00145,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b353f33a150>
    <transform.VerticalFlip object at 0x2b353f33a110>
)",375.1056671142578,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.00145
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.1807), tensor(22.1807), tensor(22.1708), tensor(22.2113), tensor(22.1986), tensor(22.2710), tensor(22.1857), tensor(22.1544), tensor(22.1918), tensor(22.1254), tensor(22.1860), tensor(22.1349), tensor(22.1786), tensor(22.0964), tensor(22.1385), tensor(22.1026), tensor(22.1451), tensor(22.1020), tensor(22.1172), tensor(22.3153), tensor(22.1008), tensor(22.3008), tensor(22.1287), tensor(22.2304), tensor(22.0396), tensor(22.0330), tensor(22.0379), tensor(22.0505), tensor(22.1123), tensor(22.0438)]","[tensor(7.6246), tensor(7.6246), tensor(7.6237), tensor(7.6434), tensor(7.6398), tensor(7.6629), tensor(7.6306), tensor(7.6241), tensor(7.6372), tensor(7.6129), tensor(7.6280), tensor(7.6150), tensor(7.6265), tensor(7.5988), tensor(7.6056), tensor(7.6003), tensor(7.6173), tensor(7.5980), tensor(7.6027), tensor(7.6638), tensor(7.5983), tensor(7.6598), tensor(7.6060), tensor(7.6333), tensor(7.5827), tensor(7.5822), tensor(7.5805), tensor(7.5832), tensor(7.6013), tensor(7.5820)]","[tensor(0.0313), tensor(0.0313), tensor(0.1283), tensor(0.3791), tensor(0.3992), tensor(0.4553), tensor(0.4675), tensor(0.4790), tensor(0.4134), tensor(0.4005), tensor(0.5409), tensor(0.3545), tensor(0.5352), tensor(0.5523), tensor(0.5759), tensor(0.5402), tensor(0.5420), tensor(0.5718), tensor(0.5710), tensor(0.5413), tensor(0.5719), tensor(0.5519), tensor(0.5609), tensor(0.5623), tensor(0.5777), tensor(0.5991), tensor(0.6101), tensor(0.6202), tensor(0.2770), tensor(0.5463)]","[tensor(4.4431e-05), tensor(4.4431e-05), tensor(0.1080), tensor(0.3746), tensor(0.3923), tensor(0.4844), tensor(0.4825), tensor(0.4805), tensor(0.4121), tensor(0.4374), tensor(0.5791), tensor(0.3474), tensor(0.5757), tensor(0.6005), tensor(0.6497), tensor(0.6056), tensor(0.5925), tensor(0.6460), tensor(0.6441), tensor(0.6019), tensor(0.6414), tensor(0.6310), tensor(0.6312), tensor(0.6455), tensor(0.6608), tensor(0.6335), tensor(0.6827), tensor(0.7032), tensor(0.3520), tensor(0.5951)]",tensor(0.6201),,lv
32,1e-07,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",467.0662362575531,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1e-07
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.5210), tensor(24.9643), tensor(25.0503), tensor(25.0456), tensor(25.0440), tensor(25.0385), tensor(25.0343), tensor(25.0339), tensor(25.0281), tensor(25.0140), tensor(25.0088), tensor(25.0097), tensor(25.0043), tensor(25.0012), tensor(24.9868), tensor(24.9810), tensor(24.9803), tensor(24.9723), tensor(24.9635), tensor(24.9494), tensor(24.9511), tensor(24.9424), tensor(24.9296), tensor(24.9216), tensor(24.9147), tensor(24.8999), tensor(24.8940), tensor(24.8828), tensor(24.8723), tensor(24.8625)]","[tensor(8.1037), tensor(8.5904), tensor(8.6151), tensor(8.6138), tensor(8.6134), tensor(8.6166), tensor(8.6109), tensor(8.6112), tensor(8.6083), tensor(8.6102), tensor(8.6080), tensor(8.6027), tensor(8.6002), tensor(8.6036), tensor(8.5978), tensor(8.5955), tensor(8.5936), tensor(8.5920), tensor(8.5903), tensor(8.5854), tensor(8.5845), tensor(8.5845), tensor(8.5796), tensor(8.5777), tensor(8.5742), tensor(8.5706), tensor(8.5669), tensor(8.5645), tensor(8.5600), tensor(8.5568)]","[tensor(0.1983), tensor(0.1401), tensor(0.1374), tensor(0.1390), tensor(0.1396), tensor(0.1412), tensor(0.1414), tensor(0.1428), tensor(0.1434), tensor(0.1448), tensor(0.1449), tensor(0.1448), tensor(0.1473), tensor(0.1469), tensor(0.1482), tensor(0.1491), tensor(0.1486), tensor(0.1494), tensor(0.1496), tensor(0.1512), tensor(0.1514), tensor(0.1518), tensor(0.1532), tensor(0.1539), tensor(0.1541), tensor(0.1551), tensor(0.1553), tensor(0.1561), tensor(0.1566), tensor(0.1570)]","[tensor(0.2012), tensor(0.1393), tensor(0.1382), tensor(0.1393), tensor(0.1397), tensor(0.1390), tensor(0.1416), tensor(0.1427), tensor(0.1432), tensor(0.1431), tensor(0.1443), tensor(0.1457), tensor(0.1472), tensor(0.1465), tensor(0.1466), tensor(0.1492), tensor(0.1496), tensor(0.1500), tensor(0.1505), tensor(0.1513), tensor(0.1515), tensor(0.1510), tensor(0.1523), tensor(0.1533), tensor(0.1531), tensor(0.1548), tensor(0.1556), tensor(0.1543), tensor(0.1564), tensor(0.1564)]",tensor(0.2291),,lv
33,6e-07,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",364.36895203590393,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 6e-07
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(25.1775), tensor(25.4758), tensor(24.8017), tensor(24.4710), tensor(24.3127), tensor(24.1867), tensor(24.1092), tensor(24.0426), tensor(23.9954), tensor(23.9556), tensor(23.9246), tensor(23.8843), tensor(23.8560), tensor(23.8297), tensor(23.8066), tensor(23.7778), tensor(23.7608), tensor(23.7451), tensor(23.7288), tensor(23.7027), tensor(23.6815), tensor(23.6609), tensor(23.6408), tensor(23.6114), tensor(23.5967), tensor(23.5744), tensor(23.5431), tensor(23.5194), tensor(23.4783), tensor(23.4435)]","[tensor(8.6631), tensor(8.7677), tensor(8.5376), tensor(8.4246), tensor(8.3725), tensor(8.3305), tensor(8.3043), tensor(8.2808), tensor(8.2653), tensor(8.2532), tensor(8.2422), tensor(8.2285), tensor(8.2186), tensor(8.2092), tensor(8.2016), tensor(8.1911), tensor(8.1850), tensor(8.1789), tensor(8.1725), tensor(8.1640), tensor(8.1570), tensor(8.1501), tensor(8.1424), tensor(8.1318), tensor(8.1266), tensor(8.1176), tensor(8.1062), tensor(8.0980), tensor(8.0826), tensor(8.0720)]","[tensor(0.1028), tensor(0.1097), tensor(0.1366), tensor(0.1567), tensor(0.1703), tensor(0.1838), tensor(0.1940), tensor(0.2033), tensor(0.2111), tensor(0.2176), tensor(0.2241), tensor(0.2305), tensor(0.2350), tensor(0.2393), tensor(0.2436), tensor(0.2476), tensor(0.2507), tensor(0.2535), tensor(0.2558), tensor(0.2595), tensor(0.2630), tensor(0.2665), tensor(0.2701), tensor(0.2745), tensor(0.2783), tensor(0.2818), tensor(0.2868), tensor(0.2918), tensor(0.2978), tensor(0.3037)]","[tensor(0.1053), tensor(0.1096), tensor(0.1368), tensor(0.1562), tensor(0.1699), tensor(0.1838), tensor(0.1948), tensor(0.2052), tensor(0.2131), tensor(0.2195), tensor(0.2270), tensor(0.2336), tensor(0.2392), tensor(0.2446), tensor(0.2493), tensor(0.2540), tensor(0.2573), tensor(0.2608), tensor(0.2642), tensor(0.2682), tensor(0.2716), tensor(0.2754), tensor(0.2797), tensor(0.2845), tensor(0.2879), tensor(0.2920), tensor(0.2977), tensor(0.3031), tensor(0.3099), tensor(0.3158)]",tensor(0.3946),,lv
34,1.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",370.06730580329895,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(22.2374), tensor(22.2790), tensor(22.2962), tensor(22.3216), tensor(22.3525), tensor(22.3852), tensor(22.4155), tensor(22.4361), tensor(22.4566), tensor(22.4719), tensor(22.4824), tensor(22.4959), tensor(22.5068), tensor(22.5167), tensor(22.5223), tensor(22.5268), tensor(22.5299), tensor(22.5291), tensor(22.5318), tensor(22.5291), tensor(22.5262), tensor(22.5228), tensor(22.5182), tensor(22.5155), tensor(22.5092), tensor(22.5059), tensor(22.4979), tensor(22.4893), tensor(22.4839), tensor(22.4717)]","[tensor(7.6446), tensor(7.6593), tensor(7.6655), tensor(7.6748), tensor(7.6856), tensor(7.6964), tensor(7.7071), tensor(7.7160), tensor(7.7233), tensor(7.7284), tensor(7.7326), tensor(7.7375), tensor(7.7412), tensor(7.7453), tensor(7.7473), tensor(7.7496), tensor(7.7487), tensor(7.7499), tensor(7.7507), tensor(7.7500), tensor(7.7485), tensor(7.7478), tensor(7.7475), tensor(7.7454), tensor(7.7438), tensor(7.7432), tensor(7.7404), tensor(7.7366), tensor(7.7349), tensor(7.7310)]","[tensor(0.0106), tensor(0.0329), tensor(0.0556), tensor(0.0807), tensor(0.1041), tensor(0.1258), tensor(0.1457), tensor(0.1633), tensor(0.1763), tensor(0.1891), tensor(0.2009), tensor(0.2109), tensor(0.2206), tensor(0.2282), tensor(0.2363), tensor(0.2419), tensor(0.2489), tensor(0.2551), tensor(0.2623), tensor(0.2670), tensor(0.2737), tensor(0.2817), tensor(0.2882), tensor(0.2952), tensor(0.3029), tensor(0.3108), tensor(0.3204), tensor(0.3286), tensor(0.3366), tensor(0.3467)]","[tensor(0.0110), tensor(0.0357), tensor(0.0592), tensor(0.0854), tensor(0.1102), tensor(0.1353), tensor(0.1539), tensor(0.1731), tensor(0.1880), tensor(0.2023), tensor(0.2125), tensor(0.2255), tensor(0.2333), tensor(0.2425), tensor(0.2508), tensor(0.2568), tensor(0.2669), tensor(0.2733), tensor(0.2785), tensor(0.2837), tensor(0.2923), tensor(0.2995), tensor(0.3089), tensor(0.3172), tensor(0.3264), tensor(0.3341), tensor(0.3422), tensor(0.3550), tensor(0.3625), tensor(0.3738)]",tensor(0.4175),,lv
35,1.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",371.3311219215393,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(40.6648), tensor(39.5731), tensor(37.3412), tensor(33.3834), tensor(32.2144), tensor(30.5328), tensor(29.0842), tensor(28.6202), tensor(28.2379), tensor(27.8971), tensor(27.5632), tensor(27.2240), tensor(26.8786), tensor(26.5186), tensor(26.1934), tensor(25.8536), tensor(25.6045), tensor(25.2582), tensor(24.8727), tensor(24.6884), tensor(24.4895), tensor(24.5236), tensor(24.4300), tensor(24.0934), tensor(24.0114), tensor(23.5510), tensor(23.4126), tensor(23.2193), tensor(23.1507), tensor(22.7842)]","[tensor(13.9681), tensor(13.5911), tensor(12.8152), tensor(11.4398), tensor(11.0370), tensor(10.4516), tensor(9.9519), tensor(9.7960), tensor(9.6678), tensor(9.5559), tensor(9.4457), tensor(9.3333), tensor(9.2196), tensor(9.1044), tensor(8.9979), tensor(8.8856), tensor(8.8016), tensor(8.6855), tensor(8.5548), tensor(8.4995), tensor(8.4287), tensor(8.4525), tensor(8.4191), tensor(8.3071), tensor(8.2839), tensor(8.1174), tensor(8.0644), tensor(7.9969), tensor(7.9775), tensor(7.8420)]","[tensor(0.0443), tensor(0.0462), tensor(0.0526), tensor(0.0692), tensor(0.0771), tensor(0.0909), tensor(0.1079), tensor(0.1149), tensor(0.1212), tensor(0.1278), tensor(0.1346), tensor(0.1414), tensor(0.1488), tensor(0.1569), tensor(0.1655), tensor(0.1750), tensor(0.1828), tensor(0.1952), tensor(0.2104), tensor(0.2193), tensor(0.2294), tensor(0.2303), tensor(0.2343), tensor(0.2569), tensor(0.2659), tensor(0.3052), tensor(0.3197), tensor(0.3416), tensor(0.3540), tensor(0.4006)]","[tensor(0.0448), tensor(0.0468), tensor(0.0533), tensor(0.0702), tensor(0.0780), tensor(0.0921), tensor(0.1086), tensor(0.1157), tensor(0.1222), tensor(0.1291), tensor(0.1365), tensor(0.1437), tensor(0.1517), tensor(0.1596), tensor(0.1695), tensor(0.1795), tensor(0.1890), tensor(0.2022), tensor(0.2194), tensor(0.2287), tensor(0.2414), tensor(0.2422), tensor(0.2475), tensor(0.2718), tensor(0.2776), tensor(0.3211), tensor(0.3412), tensor(0.3662), tensor(0.3795), tensor(0.4278)]",tensor(0.4431),,lv
36,2.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",368.61535811424255,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 2.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(25.5279), tensor(25.3332), tensor(25.1900), tensor(25.0881), tensor(24.9599), tensor(24.7804), tensor(24.6005), tensor(24.4338), tensor(24.2764), tensor(24.1365), tensor(23.9922), tensor(23.8645), tensor(23.5096), tensor(23.1367), tensor(22.8977), tensor(22.7014), tensor(22.5831), tensor(22.6479), tensor(22.7902), tensor(23.1989), tensor(23.1388), tensor(23.1005), tensor(22.6924), tensor(22.9851), tensor(22.5097), tensor(22.4609), tensor(22.3541), tensor(22.4933), tensor(22.3212), tensor(22.1179)]","[tensor(8.7879), tensor(8.7126), tensor(8.6665), tensor(8.6342), tensor(8.5894), tensor(8.5299), tensor(8.4701), tensor(8.4132), tensor(8.3591), tensor(8.3091), tensor(8.2606), tensor(8.2166), tensor(8.0980), tensor(7.9707), tensor(7.8882), tensor(7.8172), tensor(7.7771), tensor(7.8031), tensor(7.8529), tensor(7.9876), tensor(7.9743), tensor(7.9571), tensor(7.8252), tensor(7.9200), tensor(7.7639), tensor(7.7531), tensor(7.7045), tensor(7.7570), tensor(7.6927), tensor(7.6145)]","[tensor(0.1839), tensor(0.1755), tensor(0.1818), tensor(0.1876), tensor(0.1943), tensor(0.2054), tensor(0.2165), tensor(0.2280), tensor(0.2394), tensor(0.2502), tensor(0.2636), tensor(0.2769), tensor(0.3082), tensor(0.3502), tensor(0.3866), tensor(0.4212), tensor(0.4467), tensor(0.4418), tensor(0.4197), tensor(0.3573), tensor(0.3666), tensor(0.3735), tensor(0.4437), tensor(0.3914), tensor(0.4936), tensor(0.5100), tensor(0.5519), tensor(0.5132), tensor(0.5626), tensor(0.6586)]","[tensor(0.1859), tensor(0.1775), tensor(0.1841), tensor(0.1904), tensor(0.1988), tensor(0.2104), tensor(0.2213), tensor(0.2341), tensor(0.2468), tensor(0.2598), tensor(0.2743), tensor(0.2897), tensor(0.3255), tensor(0.3702), tensor(0.4138), tensor(0.4566), tensor(0.4857), tensor(0.4804), tensor(0.4591), tensor(0.3890), tensor(0.3954), tensor(0.4060), tensor(0.4827), tensor(0.4235), tensor(0.5344), tensor(0.5447), tensor(0.5917), tensor(0.5425), tensor(0.6081), tensor(0.7154)]",tensor(0.6333),,lv
37,2.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",366.8652658462525,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 2.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(29.9026), tensor(28.3993), tensor(27.3006), tensor(26.8763), tensor(26.5240), tensor(26.0863), tensor(25.6984), tensor(25.4240), tensor(25.1373), tensor(24.8523), tensor(24.3387), tensor(24.0079), tensor(23.7462), tensor(23.7786), tensor(23.6245), tensor(23.4085), tensor(23.4998), tensor(23.2023), tensor(22.9004), tensor(22.8765), tensor(22.6074), tensor(22.4322), tensor(22.3097), tensor(22.3283), tensor(22.2792), tensor(22.1437), tensor(22.0953), tensor(22.1015), tensor(22.0882), tensor(22.0818)]","[tensor(10.2851), tensor(9.7645), tensor(9.3935), tensor(9.2554), tensor(9.1391), tensor(8.9893), tensor(8.8577), tensor(8.7663), tensor(8.6659), tensor(8.5641), tensor(8.3919), tensor(8.2747), tensor(8.1906), tensor(8.1992), tensor(8.1513), tensor(8.0755), tensor(8.1108), tensor(8.0018), tensor(7.9030), tensor(7.8947), tensor(7.8002), tensor(7.7335), tensor(7.6891), tensor(7.6980), tensor(7.6774), tensor(7.6240), tensor(7.6068), tensor(7.6090), tensor(7.6101), tensor(7.6021)]","[tensor(0.1009), tensor(0.1212), tensor(0.1415), tensor(0.1511), tensor(0.1600), tensor(0.1728), tensor(0.1858), tensor(0.1957), tensor(0.2072), tensor(0.2204), tensor(0.2491), tensor(0.2712), tensor(0.2931), tensor(0.2916), tensor(0.3083), tensor(0.3304), tensor(0.3248), tensor(0.3615), tensor(0.4106), tensor(0.4176), tensor(0.4758), tensor(0.5241), tensor(0.5716), tensor(0.5844), tensor(0.5993), tensor(0.6484), tensor(0.6765), tensor(0.6738), tensor(0.6876), tensor(0.6998)]","[tensor(0.1023), tensor(0.1215), tensor(0.1417), tensor(0.1512), tensor(0.1603), tensor(0.1741), tensor(0.1875), tensor(0.1984), tensor(0.2114), tensor(0.2278), tensor(0.2583), tensor(0.2846), tensor(0.3069), tensor(0.3065), tensor(0.3224), tensor(0.3490), tensor(0.3349), tensor(0.3817), tensor(0.4296), tensor(0.4356), tensor(0.4937), tensor(0.5541), tensor(0.5968), tensor(0.5929), tensor(0.6149), tensor(0.6850), tensor(0.7067), tensor(0.7078), tensor(0.7086), tensor(0.7316)]",tensor(0.6145),,lv
38,3.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",367.5255603790283,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(25.2038), tensor(25.5781), tensor(25.1237), tensor(24.8181), tensor(24.4477), tensor(23.9176), tensor(23.5649), tensor(23.2324), tensor(22.9460), tensor(22.4724), tensor(23.1131), tensor(23.2379), tensor(22.4851), tensor(22.4183), tensor(22.3168), tensor(22.1503), tensor(22.1774), tensor(22.5389), tensor(22.0533), tensor(22.0885), tensor(22.0560), tensor(22.5600), tensor(22.0510), tensor(22.0444), tensor(23.2302), tensor(22.0445), tensor(22.0535), tensor(22.0199), tensor(22.0286), tensor(22.0819)]","[tensor(8.6679), tensor(8.8020), tensor(8.6492), tensor(8.5444), tensor(8.4179), tensor(8.2399), tensor(8.1223), tensor(8.0082), tensor(7.9095), tensor(7.7380), tensor(7.9601), tensor(7.9968), tensor(7.7412), tensor(7.7210), tensor(7.6958), tensor(7.6209), tensor(7.6330), tensor(7.7665), tensor(7.5882), tensor(7.6013), tensor(7.5864), tensor(7.7705), tensor(7.5860), tensor(7.5841), tensor(8.0222), tensor(7.5783), tensor(7.5886), tensor(7.5725), tensor(7.5785), tensor(7.5941)]","[tensor(0.1632), tensor(0.1709), tensor(0.1911), tensor(0.2121), tensor(0.2373), tensor(0.2721), tensor(0.3046), tensor(0.3424), tensor(0.3824), tensor(0.4677), tensor(0.3689), tensor(0.3538), tensor(0.4941), tensor(0.5154), tensor(0.5473), tensor(0.6289), tensor(0.6119), tensor(0.4909), tensor(0.6730), tensor(0.6637), tensor(0.6788), tensor(0.4821), tensor(0.6883), tensor(0.6998), tensor(0.3679), tensor(0.6980), tensor(0.7059), tensor(0.7171), tensor(0.7054), tensor(0.6906)]","[tensor(0.1649), tensor(0.1717), tensor(0.1932), tensor(0.2156), tensor(0.2451), tensor(0.2840), tensor(0.3212), tensor(0.3671), tensor(0.4172), tensor(0.5204), tensor(0.4051), tensor(0.3876), tensor(0.5548), tensor(0.5751), tensor(0.6002), tensor(0.6951), tensor(0.6770), tensor(0.5414), tensor(0.7413), tensor(0.7383), tensor(0.7643), tensor(0.5310), tensor(0.7610), tensor(0.7716), tensor(0.3754), tensor(0.7818), tensor(0.7589), tensor(0.7886), tensor(0.7728), tensor(0.7570)]",tensor(0.6809),,lv
39,3.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",368.8729946613312,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.7437), tensor(24.4384), tensor(24.0107), tensor(23.6467), tensor(23.5597), tensor(23.5033), tensor(23.2731), tensor(22.8907), tensor(22.6686), tensor(22.5136), tensor(22.6739), tensor(22.8430), tensor(22.7230), tensor(22.9858), tensor(22.6894), tensor(23.0328), tensor(22.3092), tensor(23.0104), tensor(22.7973), tensor(22.1624), tensor(22.0779), tensor(22.1136), tensor(22.4906), tensor(22.0645), tensor(22.0126), tensor(22.0072), tensor(22.0152), tensor(21.9956), tensor(22.2772), tensor(22.0184)]","[tensor(8.1774), tensor(8.4225), tensor(8.2747), tensor(8.1457), tensor(8.1148), tensor(8.0920), tensor(8.0139), tensor(7.8860), tensor(7.8123), tensor(7.7538), tensor(7.8072), tensor(7.8667), tensor(7.8303), tensor(7.9165), tensor(7.8124), tensor(7.9357), tensor(7.6806), tensor(7.9483), tensor(7.8663), tensor(7.6240), tensor(7.5972), tensor(7.6176), tensor(7.7564), tensor(7.5871), tensor(7.5714), tensor(7.5690), tensor(7.5706), tensor(7.5640), tensor(7.6815), tensor(7.5722)]","[tensor(0.1546), tensor(0.1673), tensor(0.1962), tensor(0.2398), tensor(0.2726), tensor(0.2975), tensor(0.3321), tensor(0.3873), tensor(0.4341), tensor(0.4722), tensor(0.4441), tensor(0.4148), tensor(0.4396), tensor(0.3952), tensor(0.4477), tensor(0.3931), tensor(0.5657), tensor(0.4022), tensor(0.4404), tensor(0.6398), tensor(0.6963), tensor(0.6885), tensor(0.5254), tensor(0.7049), tensor(0.7215), tensor(0.7250), tensor(0.6636), tensor(0.7413), tensor(0.5994), tensor(0.7456)]","[tensor(0.1577), tensor(0.1674), tensor(0.1977), tensor(0.2446), tensor(0.2790), tensor(0.3067), tensor(0.3484), tensor(0.4117), tensor(0.4710), tensor(0.5208), tensor(0.4877), tensor(0.4516), tensor(0.4767), tensor(0.4265), tensor(0.4900), tensor(0.4184), tensor(0.6250), tensor(0.4099), tensor(0.4588), tensor(0.7057), tensor(0.7558), tensor(0.7246), tensor(0.5400), tensor(0.7775), tensor(0.7891), tensor(0.7884), tensor(0.7394), tensor(0.8083), tensor(0.6201), tensor(0.8095)]",tensor(0.6497),,lv
